name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Volkswagen Virtus,Highline (Top),Fair,Tier 2 (Medium),2021,138905.78,CNG,Automatic,Third Owner,18.0,1498,148,5,1840031.07,621836.44
Maruti Suzuki Alto,LXI (Base),Fair,Rural (Low),2016,35011.47,CNG,Manual,First Owner,22.0,796,47,5,357294.47,305418.37
Volkswagen Taigun,Comfortline (Mid),Excellent,Metro (High Demand),2018,125913.77,Petrol,Automatic,First Owner,16.0,1498,148,5,1658132.02,752469.59
Honda Elevate,VX (Top),Good,Tier 2 (Medium),2025,88989.18,Diesel,Automatic,Second Owner,15.0,1498,119,5,1695771.74,1401633.0
Volkswagen Virtus,Comfortline (Mid),Excellent,Tier 2 (Medium),2014,147359.78,CNG,Automatic,First Owner,18.0,1498,148,5,1670201.64,529766.33
Volkswagen Polo,Highline (Top),Good,Rural (Low),2011,104747.4,Diesel,Automatic,Second Owner,18.0,999,108,5,1144279.59,372054.09
Volkswagen Polo,Comfortline (Mid),Good,Tier 2 (Medium),2024,138741.9,CNG,Automatic,Second Owner,18.0,999,108,5,974903.35,592818.39
Toyota Innova,V (Top),Good,Metro (High Demand),2012,93470.21,Petrol,Manual,Second Owner,11.0,2393,148,7,2626454.18,817611.55
Maruti Suzuki Swift,ZXI (Top),Good,Tier 2 (Medium),2018,81236.75,CNG,Automatic,First Owner,21.0,1197,82,5,859175.43,417368.8
Mahindra XUV700,Top,Fair,Tier 2 (Medium),2024,117136.96,CNG,Manual,Second Owner,13.0,2198,182,7,2108734.34,1281833.54
Hyundai Venue,S (Mid),Good,Tier 2 (Medium),2015,133948.8,CNG,Manual,Third Owner,18.0,998,118,5,1076782.84,336392.3
Mahindra XUV300,Base,Good,Tier 2 (Medium),2024,131830.05,Diesel,Manual,Second Owner,17.0,1197,108,5,1335387.5,749309.49
Honda City,E (Base),Poor,Rural (Low),2018,143296.22,CNG,Manual,Fourth & Above Owner,17.0,1498,119,5,1489158.13,468915.22
Toyota Glanza,V (Top),Excellent,Metro (High Demand),2013,45176.59,CNG,Automatic,Second Owner,22.0,1197,88,5,1163414.45,360024.47
Toyota Urban Cruiser,V (Top),Fair,Metro (High Demand),2023,92940.12,Diesel,Automatic,First Owner,18.0,1462,103,5,1453711.42,1054148.81
Tata Harrier,XM (Mid),Good,Metro (High Demand),2018,90122.92,Diesel,Automatic,First Owner,16.0,1956,167,5,2095556.02,1021242.97
Honda Elevate,E (Base),Good,Metro (High Demand),2021,36652.2,Diesel,Automatic,Third Owner,15.0,1498,119,5,1537793.65,807344.03
Mahindra XUV700,Top,Good,Metro (High Demand),2013,139263.64,CNG,Manual,First Owner,13.0,2198,182,7,2165310.21,666940.92
Hyundai i20,E (Base),Good,Metro (High Demand),2022,124906.27,Petrol,Automatic,First Owner,20.0,1197,82,5,1009359.15,628168.74
Tata Altroz,XE (Base),Poor,Metro (High Demand),2017,377243.91945638735,Diesel,Automatic,First Owner,19.0,1199,84,5,1024266.61,345241.15
Maruti Suzuki Dzire,VXI (Mid),Poor,Metro (High Demand),2014,53387.6,Diesel,Automatic,Third Owner,23.0,1197,88,5,1088865.77,337072.53
Toyota Glanza,G (Base),Good,Rural (Low),2022,10657.9,Petrol,Manual,First Owner,22.0,1197,88,5,827387.16,560188.08
Toyota Fortuner,G (Base),Fair,Metro (High Demand),2019,102993.79,Diesel,Manual,First Owner,10.0,2755,201,7,3635075.0,1518837.16
Tata Nexon,XZ (Top),Good,Rural (Low),2020,82973.94,Diesel,Automatic,Second Owner,17.0,1199,118,5,1461239.3,648801.23
Toyota Fortuner,G (Base),Fair,Metro (High Demand),2016,107701.7,CNG,Manual,Third Owner,10.0,2755,201,7,3566987.06,2771167.69
Hyundai Verna,S (Mid),Good,Rural (Low),2019,46216.95,CNG,Manual,Second Owner,19.0,1497,113,5,1374947.52,580779.14
Volkswagen Vento,Comfortline (Mid),Fair,Rural (Low),2019,45818.49,CNG,Manual,First Owner,17.0,999,108,5,1224133.29,557176.38
Tata Nexon,XM (Mid),Good,Rural (Low),2025,101869.28,Petrol,Automatic,Third Owner,17.0,1199,118,5,1354817.43,777525.26
Kia Seltos,HTE (Base),Excellent,Tier 2 (Medium),2013,75449.94,CNG,Automatic,Second Owner,16.0,1497,113,5,1799527.94,568143.06
Toyota Urban Cruiser,G (Base),Fair,Tier 2 (Medium),2016,15612.22,Petrol,Manual,First Owner,18.0,1462,103,5,1038317.69,335781.87
Kia Carens,GTX (Top),Fair,Tier 2 (Medium),2012,54116.4,CNG,Manual,Second Owner,16.0,1497,113,7,1414983.4,443445.54
Hyundai Creta,S (Mid),Good,Tier 2 (Medium),2018,123468.11,Petrol,Manual,Second Owner,16.0,1497,113,5,1553830.15,579138.07
Toyota Fortuner,G (Base),Excellent,Metro (High Demand),2024,91695.99,CNG,Automatic,First Owner,10.0,2755,201,7,3634210.86,3255057.55
Volkswagen Virtus,Trendline (Base),Good,Rural (Low),2015,14124.82,Diesel,Automatic,First Owner,18.0,1498,148,5,1767901.52,600844.13
Maruti Suzuki Alto,ZXI (Top),Good,Tier 2 (Medium),2020,52281.69,Diesel,Automatic,Third Owner,22.0,796,47,5,687883.21,304250.47
Kia Seltos,HTE (Base),Fair,Metro (High Demand),2014,27199.88,Petrol,Manual,First Owner,16.0,1497,113,5,1732861.14,538170.71
Maruti Suzuki Ertiga,ZXI (Top),Poor,Tier 2 (Medium),2017,63382.55,CNG,Manual,First Owner,20.0,1462,103,7,1158997.87,352939.78
Maruti Suzuki Alto,LXI (Base),Good,Tier 2 (Medium),2014,37027.73,Petrol,Automatic,First Owner,22.0,796,47,5,536165.16,186666.68
Honda City,VX (Top),Good,Tier 2 (Medium),2020,83215.51,CNG,Automatic,Second Owner,17.0,1498,119,5,1623785.14,806266.02
Toyota Glanza,G (Base),Excellent,Metro (High Demand),2023,52643.21,CNG,Manual,Second Owner,22.0,1197,88,5,850852.2,584497.23
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2011,111371.43,Diesel,Automatic,Third Owner,22.0,1197,88,5,1128778.09,360999.82
Kia Sonet,HTK (Mid),Excellent,Tier 2 (Medium),2014,26333.2,Diesel,Manual,First Owner,18.0,998,118,5,1190497.88,459072.33
Kia Sonet,HTE (Base),Fair,Rural (Low),2012,96572.24,CNG,Automatic,First Owner,18.0,998,118,5,1227528.81,388612.48
Kia Sonet,GTX (Top),Excellent,Metro (High Demand),2016,6756.31,Petrol,Automatic,First Owner,18.0,998,118,5,1325118.33,637319.13
Tata Altroz,XE (Base),Good,Rural (Low),2018,60334.61,CNG,Manual,Third Owner,19.0,1199,84,5,872908.98,279220.89
Toyota Innova,V (Top),Good,Tier 2 (Medium),2013,84113.53,CNG,Automatic,Second Owner,11.0,2393,148,7,2801161.3,854875.93
Honda Elevate,S (Mid),Good,Metro (High Demand),2025,129232.83,CNG,Manual,Third Owner,15.0,1498,119,5,1382756.65,839589.5
Volkswagen Taigun,Comfortline (Mid),Good,Tier 2 (Medium),2024,65910.51,CNG,Manual,First Owner,16.0,1498,148,5,1530436.79,1286832.54
Hyundai i20,E (Base),Good,Tier 2 (Medium),2025,128793.25,Petrol,Manual,Second Owner,20.0,1197,82,5,890538.03,563359.4
Maruti Suzuki Swift,LXI (Base),Poor,Metro (High Demand),2013,58473.63,Petrol,Automatic,Second Owner,21.0,1197,82,5,767862.71,241969.54
Hyundai Verna,S (Mid),Fair,Tier 2 (Medium),2018,61496.74,Petrol,Manual,First Owner,19.0,1497,113,5,1338066.48,564178.39
Hyundai Grand i10,E (Base),Poor,Tier 2 (Medium),2024,24210.33,Diesel,Automatic,Second Owner,20.0,1197,82,5,945411.64,494048.46
Toyota Innova,V (Top),Good,Metro (High Demand),2018,89316.4,Diesel,Manual,Second Owner,11.0,2393,148,7,2746929.11,1319622.57
Kia Carens,HTK (Mid),Good,Rural (Low),2017,494267.34622968774,CNG,Automatic,First Owner,16.0,1497,113,7,1413595.92,620205.78
Tata Safari,XE (Base),Good,Rural (Low),2023,109759.28,Petrol,Automatic,Third Owner,14.0,1956,167,7,2141653.42,960927.13
Tata Nexon,XM (Mid),Good,Rural (Low),2013,145137.37,Petrol,Automatic,Second Owner,17.0,1199,118,5,1370012.61,438787.1
Mahindra Scorpio,Top,Excellent,Metro (High Demand),2023,64484.97,CNG,Automatic,First Owner,15.0,2184,130,7,1847556.34,1650571.64
Hyundai Creta,E (Base),Poor,Metro (High Demand),2019,94961.06,Diesel,Automatic,First Owner,16.0,1497,113,5,1775091.04,1584881.82
Tata Safari,XM (Mid),Excellent,Metro (High Demand),2018,76592.38,CNG,Manual,First Owner,14.0,1956,167,7,2110038.3,1049284.75
Toyota Glanza,V (Top),Poor,Tier 2 (Medium),2013,32021.68,Petrol,Manual,First Owner,22.0,1197,88,5,1019718.22,334774.37
Toyota Glanza,V (Top),Excellent,Metro (High Demand),2021,43071.51,Petrol,Manual,First Owner,22.0,1197,88,5,905482.41,765812.0
Hyundai Venue,SX (Top),Excellent,Tier 2 (Medium),2024,75215.93,CNG,Automatic,First Owner,18.0,998,118,5,1325658.06,1164884.92
Hyundai Grand i10,S (Mid),Excellent,Tier 2 (Medium),2023,76561.68,Diesel,Manual,Third Owner,20.0,1197,82,5,812181.68,500716.23
Mahindra Bolero,Mid,Good,Metro (High Demand),2019,114579.56,Diesel,Automatic,Second Owner,16.0,1493,75,7,1295444.16,500419.41
Hyundai Verna,SX (Top),Excellent,Tier 2 (Medium),2021,33647.19,CNG,Automatic,First Owner,19.0,1497,113,5,1462162.04,1139601.73
Mahindra Scorpio,Mid,Good,Tier 2 (Medium),2024,122348.6,CNG,Manual,Fourth & Above Owner,15.0,2184,130,7,1752312.35,858361.84
Maruti Suzuki Baleno,LXI (Base),Good,Tier 2 (Medium),2014,12892.28,CNG,Manual,Third Owner,22.0,1197,88,5,824707.85,272961.92
Volkswagen Vento,Comfortline (Mid),Fair,Metro (High Demand),2014,136203.34,Diesel,Automatic,First Owner,17.0,999,108,5,1412879.57,435095.82
Mahindra XUV700,Top,Good,Metro (High Demand),2015,20558.76,Petrol,Automatic,Second Owner,13.0,2198,182,7,2289774.25,840766.74
Toyota Fortuner,G (Base),Good,Metro (High Demand),2022,88640.49,Petrol,Manual,Second Owner,10.0,2755,201,7,3529936.29,2406861.93
Volkswagen Vento,Highline (Top),Excellent,Metro (High Demand),2014,99447.92,Petrol,Automatic,Second Owner,17.0,999,108,5,1405466.11,443699.89
Tata Safari,XZ (Top),Good,Tier 2 (Medium),2014,28321.92,CNG,Automatic,First Owner,14.0,1956,167,7,2339008.05,869783.74
Mahindra XUV700,Top,Fair,Metro (High Demand),2016,51333.44,CNG,Manual,Second Owner,13.0,2198,182,7,2148796.31,700306.65
Hyundai Grand i10,SX (Top),Good,Metro (High Demand),2016,122770.95,Diesel,Manual,First Owner,20.0,1197,82,5,881865.6,299520.55
Mahindra Thar,Base,Fair,Tier 2 (Medium),2012,109307.76,Diesel,Automatic,First Owner,15.0,1997,150,4,1727503.19,539463.06
Maruti Suzuki Alto,VXI (Mid),Excellent,Metro (High Demand),2013,35596.64,Petrol,Manual,Third Owner,22.0,796,47,5,471090.13,162414.75
Volkswagen Virtus,Trendline (Base),Fair,Metro (High Demand),2019,88029.46,Diesel,Manual,Third Owner,18.0,1498,148,5,1693935.72,552570.11
Tata Harrier,XZ (Top),Good,Metro (High Demand),2022,64497.74,Petrol,Manual,First Owner,16.0,1956,167,5,1914459.63,1415192.48
Tata Safari,XZ (Top),Good,Metro (High Demand),2014,35060.11,CNG,Automatic,First Owner,14.0,1956,167,7,2341874.82,918599.42
Toyota Glanza,V (Top),Good,Rural (Low),2023,125852.88,CNG,Manual,First Owner,22.0,1197,88,5,983520.05,639727.06
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2022,45678.96,Petrol,Automatic,Second Owner,18.0,1462,103,5,1209668.03,778963.81
Volkswagen Virtus,Comfortline (Mid),Good,Metro (High Demand),2022,101809.43,Diesel,Manual,First Owner,18.0,1498,148,5,1724982.12,1074567.24
Maruti Suzuki Dzire,ZXI (Top),Excellent,Metro (High Demand),2020,319571.19267792,Petrol,Automatic,First Owner,23.0,1197,88,5,1014715.91,763337.43
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2015,111411.95,CNG,Manual,First Owner,22.0,1197,88,5,924024.63,302140.5
Toyota Innova,V (Top),Fair,Metro (High Demand),2012,74129.07,Petrol,Manual,Third Owner,11.0,2393,148,7,2679604.29,817039.17
Tata Safari,XM (Mid),Good,Metro (High Demand),2019,22782.31,CNG,Automatic,First Owner,14.0,1956,167,7,2179512.4,1374244.55
Hyundai Grand i10,SX (Top),Fair,Metro (High Demand),2012,45468.09,CNG,Automatic,Second Owner,20.0,1197,82,5,913582.59,302752.22
Honda City,S (Mid),Good,Tier 2 (Medium),2019,35040.83,CNG,Automatic,First Owner,17.0,1498,119,5,1624992.07,961656.69
Mahindra Scorpio,Mid,Good,Metro (High Demand),2014,147165.16,Petrol,Manual,Fourth & Above Owner,15.0,2184,130,7,1666493.97,1020273.35
Toyota Innova,V (Top),Good,Metro (High Demand),2025,93242.94,CNG,Automatic,First Owner,11.0,2393,148,7,2825378.42,2530067.43
Tata Harrier,XZ (Top),Fair,Tier 2 (Medium),2019,108204.3,Diesel,Automatic,First Owner,16.0,1956,167,5,2171606.92,916896.3
Volkswagen Taigun,Comfortline (Mid),Good,Metro (High Demand),2011,33776.1,Diesel,Manual,First Owner,16.0,1498,148,5,1630648.92,512953.14
Hyundai Creta,SX (Top),Excellent,Metro (High Demand),2014,56138.57,Diesel,Automatic,First Owner,16.0,1497,113,5,1859102.7,752886.95
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2021,21111.86,Petrol,Automatic,Third Owner,22.0,1197,88,5,1036663.72,490143.37
Maruti Suzuki Dzire,VXI (Mid),Good,Tier 2 (Medium),2012,115637.96,CNG,Manual,Third Owner,23.0,1197,88,5,773689.39,541108.99
Hyundai Creta,SX (Top),Good,Tier 2 (Medium),2011,75278.51,CNG,Manual,Second Owner,16.0,1497,113,5,1735685.5,542706.53
Maruti Suzuki Alto,VXI (Mid),Excellent,Metro (High Demand),2024,78559.95,Diesel,Manual,First Owner,22.0,796,47,5,552708.74,469184.42
Toyota Urban Cruiser,G (Base),Good,Tier 2 (Medium),2012,59365.56,CNG,Automatic,First Owner,18.0,1462,103,5,1251606.11,393720.1
Kia Sonet,HTE (Base),Fair,Metro (High Demand),2015,107781.01,CNG,Automatic,Second Owner,18.0,998,118,5,1173698.19,376602.27
Toyota Urban Cruiser,V (Top),Poor,Metro (High Demand),2023,68406.55,CNG,Manual,First Owner,18.0,1462,103,5,1170539.26,682528.34
Tata Safari,XE (Base),Fair,Tier 2 (Medium),2011,104299.38,Petrol,Automatic,First Owner,14.0,1956,167,7,2203739.02,675478.01
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2022,124120.31,Petrol,Automatic,Third Owner,16.0,1497,113,5,1830011.55,772254.21
Toyota Innova,V (Top),Good,Rural (Low),2015,37156.31,CNG,Automatic,Second Owner,11.0,2393,148,7,2826298.59,1011419.01
Toyota Urban Cruiser,G (Base),Good,Rural (Low),2021,27799.58,CNG,Automatic,First Owner,18.0,1462,103,5,1156155.61,712494.69
Maruti Suzuki Baleno,LXI (Base),Good,Tier 2 (Medium),2017,44544.92,CNG,Manual,Second Owner,22.0,1197,88,5,782002.24,293395.04
Volkswagen Virtus,Trendline (Base),Fair,Metro (High Demand),2018,69562.02,Petrol,Manual,First Owner,18.0,1498,148,5,1566337.89,609940.92
Toyota Innova,V (Top),Excellent,Rural (Low),2020,104858.46,Petrol,Manual,First Owner,11.0,2393,148,7,2693080.36,1583425.55
Tata Tiago,XE (Base),Fair,Rural (Low),2012,36867.27,CNG,Automatic,Second Owner,20.0,1199,84,5,767320.54,246237.65
Tata Tiago,XE (Base),Fair,Tier 2 (Medium),2019,110481.97,CNG,Automatic,Second Owner,20.0,1199,84,5,732113.86,244555.84
Honda Amaze,S (Mid),Fair,Rural (Low),2023,127450.22,Petrol,Automatic,First Owner,18.0,1199,88,5,1018783.91,903150.74
Mahindra Bolero,Base,Good,Tier 2 (Medium),2020,21653.2,Petrol,Automatic,Third Owner,16.0,1493,75,7,1148251.07,492576.03
Maruti Suzuki Ertiga,ZXI (Top),Excellent,Tier 2 (Medium),2018,136643.5,Petrol,Automatic,First Owner,20.0,1462,103,7,1249359.84,548136.63
Kia Sonet,HTK (Mid),Good,Tier 2 (Medium),2023,128277.18,CNG,Automatic,Second Owner,18.0,998,118,5,1239981.88,690224.27
Honda Amaze,VX (Top),Excellent,Metro (High Demand),2023,54168.14,Diesel,Automatic,First Owner,18.0,1199,88,5,1198237.49,1056606.25
Toyota Innova,V (Top),Good,Tier 2 (Medium),2025,125174.16,Petrol,Manual,Third Owner,11.0,2393,148,7,2614265.97,1859423.86
Mahindra Thar,Base,Good,Metro (High Demand),2020,30488.27,Petrol,Automatic,First Owner,15.0,1997,150,4,1741546.31,1047320.28
Tata Nexon,XE (Base),Good,Tier 2 (Medium),2013,146612.95,CNG,Manual,Second Owner,17.0,1199,118,5,1184925.56,380860.12
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2016,74745.22,Petrol,Manual,First Owner,20.0,1199,84,5,652557.7,225462.1
Kia Seltos,HTK (Mid),Fair,Metro (High Demand),2012,106084.65,Petrol,Manual,First Owner,16.0,1497,113,5,1767684.06,544892.12
Hyundai Creta,E (Base),Poor,Metro (High Demand),2019,59922.76,Diesel,Automatic,First Owner,16.0,1497,113,5,1834332.76,715692.64
Volkswagen Taigun,Trendline (Base),Good,Rural (Low),2022,133612.58,Diesel,Manual,First Owner,16.0,1498,148,5,1508681.79,795630.24
Hyundai Verna,E (Base),Good,Tier 2 (Medium),2018,37855.64,Diesel,Automatic,First Owner,19.0,1497,113,5,1518040.62,708818.73
Tata Harrier,XZ (Top),Good,Tier 2 (Medium),2014,60176.82,CNG,Automatic,Third Owner,16.0,1956,167,5,2020633.35,622518.34
Honda Elevate,E (Base),Good,Metro (High Demand),2020,147594.29,CNG,Automatic,Second Owner,15.0,1498,119,5,1467817.65,575858.39
Kia Sonet,HTK (Mid),Good,Tier 2 (Medium),2013,71222.96,CNG,Automatic,First Owner,18.0,998,118,5,1170207.4,355041.61
Kia Sonet,GTX (Top),Poor,Metro (High Demand),2014,25545.19,Petrol,Manual,Second Owner,18.0,998,118,5,1212921.15,387038.75
Hyundai Venue,SX (Top),Fair,Metro (High Demand),2021,25931.94,Diesel,Automatic,First Owner,18.0,998,118,5,1392225.58,952047.9
Maruti Suzuki Alto,ZXI (Top),Fair,Metro (High Demand),2017,71454.3,CNG,Manual,First Owner,22.0,796,47,5,593594.14,229869.31
Maruti Suzuki Ertiga,ZXI (Top),Good,Metro (High Demand),2018,121529.64,Petrol,Automatic,First Owner,20.0,1462,103,7,1241180.64,518362.6
Kia Seltos,HTE (Base),Good,Metro (High Demand),2018,130584.21,CNG,Manual,Third Owner,16.0,1497,113,5,1630702.3,501325.32
Hyundai i20,E (Base),Good,Tier 2 (Medium),2014,39722.13,Diesel,Manual,Third Owner,20.0,1197,82,5,961470.05,299561.67
Toyota Glanza,V (Top),Fair,Tier 2 (Medium),2015,50439.75,CNG,Manual,First Owner,22.0,1197,88,5,973638.66,317890.08
Maruti Suzuki Brezza,LXI (Base),Good,Metro (High Demand),2024,67559.72,CNG,Manual,Third Owner,19.0,1462,103,5,909207.74,587575.01
Toyota Fortuner,G (Base),Good,Tier 2 (Medium),2024,123659.35,Petrol,Manual,Second Owner,10.0,2755,201,7,3508939.05,2204250.44
Tata Nexon,XZ (Top),Good,Tier 2 (Medium),2021,34596.5,Diesel,Manual,First Owner,17.0,1199,118,5,1317208.94,952112.2
Toyota Urban Cruiser,V (Top),Excellent,Tier 2 (Medium),2021,33505.82,CNG,Manual,Fourth & Above Owner,18.0,1462,103,5,1171600.49,585250.43
Mahindra Thar,Mid,Good,Metro (High Demand),2020,37022.09,Petrol,Automatic,First Owner,15.0,1997,150,4,1672163.6,1031922.86
Hyundai Verna,SX (Top),Excellent,Tier 2 (Medium),2017,60979.6,Petrol,Manual,Second Owner,19.0,1497,113,5,1381259.0,524485.03
Maruti Suzuki Alto,ZXI (Top),Good,Metro (High Demand),2013,111627.37,Petrol,Manual,First Owner,22.0,796,47,5,541678.44,188324.52
Maruti Suzuki Alto,LXI (Base),Good,Metro (High Demand),2011,74197.64,Petrol,Automatic,Third Owner,22.0,796,47,5,478182.45,167275.17
Tata Harrier,XZ (Top),Fair,Tier 2 (Medium),2016,120777.68,Diesel,Automatic,First Owner,16.0,1956,167,5,2133394.05,667755.81
Mahindra XUV300,Mid,Poor,Tier 2 (Medium),2011,116593.48,Petrol,Manual,First Owner,17.0,1197,108,5,1175484.38,378339.42
Maruti Suzuki Swift,ZXI (Top),Fair,Metro (High Demand),2017,48265.27,Diesel,Automatic,Third Owner,21.0,1197,82,5,1067320.15,381242.96
Maruti Suzuki Dzire,LXI (Base),Fair,Tier 2 (Medium),2021,94819.1,CNG,Automatic,First Owner,23.0,1197,88,5,906457.13,445482.77
Maruti Suzuki Swift,VXI (Mid),Good,Tier 2 (Medium),2018,129351.28,Diesel,Manual,First Owner,21.0,1197,82,5,806146.7,362617.32
Hyundai Venue,S (Mid),Fair,Tier 2 (Medium),2012,694379.974496474,Petrol,Manual,First Owner,18.0,998,118,5,1131840.3,357959.73
Hyundai Verna,E (Base),Good,Rural (Low),2016,28031.28,CNG,Automatic,Third Owner,19.0,1497,113,5,1400450.26,442347.8
Volkswagen Vento,Trendline (Base),Fair,Tier 2 (Medium),2015,57757.74,Diesel,Automatic,Third Owner,17.0,999,108,5,1399963.46,432606.63
Mahindra Bolero,Base,Poor,Tier 2 (Medium),2020,135592.19,Petrol,Automatic,Fourth & Above Owner,16.0,1493,75,7,1192556.52,378179.55
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2024,120784.2,Diesel,Automatic,Second Owner,20.0,1199,84,5,881162.68,536141.56
Volkswagen Vento,Trendline (Base),Good,Rural (Low),2017,111839.84,Diesel,Manual,Third Owner,17.0,999,108,5,1333496.05,415878.64
Mahindra Bolero,Base,Good,Metro (High Demand),2024,103705.07,Diesel,Manual,First Owner,16.0,1493,75,7,1092025.94,809863.09
Mahindra XUV700,Mid,Good,Metro (High Demand),2011,13985.56,CNG,Manual,Second Owner,13.0,2198,182,7,2055577.77,630317.33
Kia Carens,HTE (Base),Fair,Rural (Low),2016,33296.3,CNG,Manual,Third Owner,16.0,1497,113,7,1310458.71,410241.78
Mahindra Bolero,Mid,Good,Tier 2 (Medium),2019,95645.03,CNG,Automatic,Fourth & Above Owner,16.0,1493,75,7,1121559.21,342880.0
Maruti Suzuki Swift,ZXI (Top),Fair,Tier 2 (Medium),2012,72310.74,Petrol,Automatic,First Owner,21.0,1197,82,5,931302.22,308471.85
Kia Carens,HTK (Mid),Good,Metro (High Demand),2016,56987.58,Petrol,Automatic,First Owner,16.0,1497,113,7,1500387.4,581326.91
Maruti Suzuki Brezza,VXI (Mid),Fair,Tier 2 (Medium),2014,91808.55,Diesel,Automatic,Second Owner,19.0,1462,103,5,1189609.78,372108.82
Kia Carens,HTE (Base),Good,Metro (High Demand),2020,43479.68,CNG,Automatic,Second Owner,16.0,1497,113,7,1438300.56,769110.38
Mahindra XUV300,Mid,Good,Tier 2 (Medium),2014,30081.96,Petrol,Manual,First Owner,17.0,1197,108,5,1171998.16,406868.09
Mahindra XUV300,Mid,Good,Metro (High Demand),2014,17579.58,Diesel,Automatic,First Owner,17.0,1197,108,5,1506219.59,549739.85
Tata Safari,XM (Mid),Excellent,Tier 2 (Medium),2011,74100.49,Diesel,Automatic,Second Owner,14.0,1956,167,7,2309048.57,721052.38
Toyota Innova,G (Base),Good,Tier 2 (Medium),2012,27741.64,CNG,Automatic,First Owner,11.0,2393,148,7,2655345.33,816799.12
Volkswagen Taigun,Comfortline (Mid),Good,Tier 2 (Medium),2013,390090.34559313365,CNG,Manual,Second Owner,16.0,1498,148,5,1484509.33,470055.13
Volkswagen Virtus,Trendline (Base),Good,Metro (High Demand),2015,66368.75,Diesel,Manual,Third Owner,18.0,1498,148,5,1732007.35,536350.6
Mahindra XUV700,Mid,Fair,Tier 2 (Medium),2024,62338.77,Diesel,Manual,First Owner,13.0,2198,182,7,2166802.1,1744736.28
Hyundai Creta,E (Base),Fair,Tier 2 (Medium),2019,133686.8,CNG,Automatic,Second Owner,16.0,1497,113,5,1654337.23,521947.06
Mahindra Scorpio,Mid,Good,Rural (Low),2024,102094.32,Petrol,Manual,First Owner,15.0,2184,130,7,1686903.04,1392872.53
Mahindra Thar,Base,Fair,Tier 2 (Medium),2014,75984.18,Diesel,Automatic,Third Owner,15.0,1997,150,4,1833239.29,565270.06
Honda Elevate,VX (Top),Good,Metro (High Demand),2025,93445.29,Diesel,Automatic,Second Owner,15.0,1498,119,5,1643823.12,1375559.66
Maruti Suzuki Alto,VXI (Mid),Excellent,Metro (High Demand),2020,116313.25,Petrol,Manual,First Owner,22.0,796,47,5,450815.03,255187.44
